"","Country","Year","Gas","Unit","EU","rank","Sector","Emissions"
"4146","Italy",2000,"CO2","MtCO₂e",1,9,"Industrial Processes and Product Use",25.9
"4147","Italy",2000,"CO2","MtCO₂e",1,9,"Agriculture",0.53
"4148","Italy",2000,"CO2","MtCO₂e",1,9,"Waste",0.21
"4149","Italy",2001,"CO2","MtCO₂e",1,9,"Energy",441
"4150","Italy",2001,"CO2","MtCO₂e",1,9,"Agriculture",0.54
"4151","Italy",2001,"CO2","MtCO₂e",1,9,"Waste",0.23
"4152","Italy",2001,"CO2","MtCO₂e",1,9,"Total excluding LULUCF",469
"4153","Italy",2001,"CO2","MtCO₂e",1,9,"Industrial Processes and Product Use",26.6
"4154","Italy",2002,"CO2","MtCO₂e",1,10,"Total excluding LULUCF",476
"4155","Italy",2002,"CO2","MtCO₂e",1,10,"Agriculture",0.57
"4156","Italy",2002,"CO2","MtCO₂e",1,10,"Waste",0.18
"4157","Italy",2002,"CO2","MtCO₂e",1,10,"Energy",449
"4158","Italy",2002,"CO2","MtCO₂e",1,10,"Industrial Processes and Product Use",26.5
"4159","Italy",2003,"CO2","MtCO₂e",1,9,"Energy",466
"4160","Italy",2003,"CO2","MtCO₂e",1,9,"Agriculture",0.57
"4161","Italy",2003,"CO2","MtCO₂e",1,9,"Total excluding LULUCF",494
"4162","Italy",2003,"CO2","MtCO₂e",1,9,"Industrial Processes and Product Use",27.4
"4163","Italy",2003,"CO2","MtCO₂e",1,9,"Waste",0.2
"4164","Italy",2004,"CO2","MtCO₂e",1,9,"Waste",0.19
"4165","Italy",2004,"CO2","MtCO₂e",1,9,"Energy",471
"4166","Italy",2004,"CO2","MtCO₂e",1,9,"Agriculture",0.59
"4167","Italy",2004,"CO2","MtCO₂e",1,9,"Industrial Processes and Product Use",28.3
"4168","Italy",2004,"CO2","MtCO₂e",1,9,"Total excluding LULUCF",500
"4169","Italy",2005,"CO2","MtCO₂e",1,10,"Agriculture",0.52
"4170","Italy",2005,"CO2","MtCO₂e",1,10,"Waste",0.23
"4171","Italy",2005,"CO2","MtCO₂e",1,10,"Industrial Processes and Product Use",28.8
"4172","Italy",2005,"CO2","MtCO₂e",1,10,"Energy",470
"4173","Italy",2005,"CO2","MtCO₂e",1,10,"Total excluding LULUCF",500
"4174","Japan",1898,"CO2","MtCO₂e",0,10,"Industrial Processes and Product Use",0.29
"4175","Japan",1898,"CO2","MtCO₂e",0,10,"Total excluding LULUCF",18.5
"4176","Japan",1898,"CO2","MtCO₂e",0,10,"Waste",0.54
"4177","Japan",1898,"CO2","MtCO₂e",0,10,"Agriculture",0
"4178","Japan",1898,"CO2","MtCO₂e",0,10,"Energy",17.7
"4179","Japan",1900,"CO2","MtCO₂e",0,10,"Total excluding LULUCF",20.8
"4180","Japan",1900,"CO2","MtCO₂e",0,10,"Waste",0.61
"4181","Japan",1900,"CO2","MtCO₂e",0,10,"Industrial Processes and Product Use",0.31
"4182","Japan",1900,"CO2","MtCO₂e",0,10,"Agriculture",0
"4183","Japan",1900,"CO2","MtCO₂e",0,10,"Energy",19.9
"4184","Japan",1901,"CO2","MtCO₂e",0,10,"Agriculture",0
"4185","Japan",1901,"CO2","MtCO₂e",0,10,"Industrial Processes and Product Use",0.32
"4186","Japan",1901,"CO2","MtCO₂e",0,10,"Total excluding LULUCF",24.9
"4187","Japan",1901,"CO2","MtCO₂e",0,10,"Waste",0.73
"4188","Japan",1901,"CO2","MtCO₂e",0,10,"Energy",23.8
"4189","Japan",1902,"CO2","MtCO₂e",0,9,"Agriculture",0
"4190","Japan",1902,"CO2","MtCO₂e",0,9,"Waste",0.78
"4191","Japan",1902,"CO2","MtCO₂e",0,9,"Energy",25.6
"4192","Japan",1902,"CO2","MtCO₂e",0,9,"Total excluding LULUCF",26.7
"4193","Japan",1902,"CO2","MtCO₂e",0,9,"Industrial Processes and Product Use",0.33
"4194","Japan",1903,"CO2","MtCO₂e",0,9,"Agriculture",0
"4195","Japan",1903,"CO2","MtCO₂e",0,9,"Total excluding LULUCF",27.6
"4196","Japan",1903,"CO2","MtCO₂e",0,9,"Energy",26.4
"4197","Japan",1903,"CO2","MtCO₂e",0,9,"Waste",0.81
"4198","Japan",1903,"CO2","MtCO₂e",0,9,"Industrial Processes and Product Use",0.34
"4199","Japan",1904,"CO2","MtCO₂e",0,10,"Waste",0.91
"4200","Japan",1904,"CO2","MtCO₂e",0,10,"Total excluding LULUCF",31
"4201","Japan",1904,"CO2","MtCO₂e",0,10,"Agriculture",0
"4202","Japan",1904,"CO2","MtCO₂e",0,10,"Industrial Processes and Product Use",0.36
"4203","Japan",1904,"CO2","MtCO₂e",0,10,"Energy",29.8
"4204","Japan",1905,"CO2","MtCO₂e",0,10,"Industrial Processes and Product Use",0.37
"4205","Japan",1905,"CO2","MtCO₂e",0,10,"Energy",30.7
"4206","Japan",1905,"CO2","MtCO₂e",0,10,"Total excluding LULUCF",32
"4207","Japan",1905,"CO2","MtCO₂e",0,10,"Waste",0.94
"4208","Japan",1905,"CO2","MtCO₂e",0,10,"Agriculture",0
"4209","Japan",1906,"CO2","MtCO₂e",0,10,"Total excluding LULUCF",35.1
"4210","Japan",1906,"CO2","MtCO₂e",0,10,"Waste",1.03
"4211","Japan",1906,"CO2","MtCO₂e",0,10,"Agriculture",0
"4212","Japan",1906,"CO2","MtCO₂e",0,10,"Energy",33.7
"4213","Japan",1906,"CO2","MtCO₂e",0,10,"Industrial Processes and Product Use",0.39
"4214","Japan",1908,"CO2","MtCO₂e",0,10,"Agriculture",0
"4215","Japan",1908,"CO2","MtCO₂e",0,10,"Waste",1.18
"4216","Japan",1908,"CO2","MtCO₂e",0,10,"Industrial Processes and Product Use",0.42
"4217","Japan",1908,"CO2","MtCO₂e",0,10,"Energy",38.6
"4218","Japan",1908,"CO2","MtCO₂e",0,10,"Total excluding LULUCF",40.2
"4219","Japan",1909,"CO2","MtCO₂e",0,10,"Agriculture",0
"4220","Japan",1909,"CO2","MtCO₂e",0,10,"Industrial Processes and Product Use",0.44
"4221","Japan",1909,"CO2","MtCO₂e",0,10,"Energy",39.2
"4222","Japan",1909,"CO2","MtCO₂e",0,10,"Total excluding LULUCF",40.8
"4223","Japan",1909,"CO2","MtCO₂e",0,10,"Waste",1.2
"4224","Japan",1910,"CO2","MtCO₂e",0,10,"Industrial Processes and Product Use",0.46
"4225","Japan",1910,"CO2","MtCO₂e",0,10,"Waste",1.24
"4226","Japan",1910,"CO2","MtCO₂e",0,10,"Total excluding LULUCF",42.1
"4227","Japan",1910,"CO2","MtCO₂e",0,10,"Energy",40.4
"4228","Japan",1910,"CO2","MtCO₂e",0,10,"Agriculture",0
"4229","Japan",1911,"CO2","MtCO₂e",0,10,"Waste",1.39
"4230","Japan",1911,"CO2","MtCO₂e",0,10,"Energy",45.3
"4231","Japan",1911,"CO2","MtCO₂e",0,10,"Industrial Processes and Product Use",0.49
"4232","Japan",1911,"CO2","MtCO₂e",0,10,"Agriculture",0
"4233","Japan",1911,"CO2","MtCO₂e",0,10,"Total excluding LULUCF",47.2
"4234","Japan",1912,"CO2","MtCO₂e",0,9,"Industrial Processes and Product Use",0.51
"4235","Japan",1912,"CO2","MtCO₂e",0,9,"Total excluding LULUCF",52.6
"4236","Japan",1912,"CO2","MtCO₂e",0,9,"Agriculture",0
"4237","Japan",1912,"CO2","MtCO₂e",0,9,"Waste",1.55
"4238","Japan",1912,"CO2","MtCO₂e",0,9,"Energy",50.5
"4239","Japan",1913,"CO2","MtCO₂e",0,10,"Agriculture",0
"4240","Japan",1913,"CO2","MtCO₂e",0,10,"Total excluding LULUCF",57.9
"4241","Japan",1913,"CO2","MtCO₂e",0,10,"Industrial Processes and Product Use",0.54
"4242","Japan",1913,"CO2","MtCO₂e",0,10,"Energy",55.7
"4243","Japan",1913,"CO2","MtCO₂e",0,10,"Waste",1.7
"4244","Japan",1914,"CO2","MtCO₂e",0,8,"Energy",59.4
"4245","Japan",1914,"CO2","MtCO₂e",0,8,"Industrial Processes and Product Use",0.56
"4246","Japan",1914,"CO2","MtCO₂e",0,8,"Agriculture",0
"4247","Japan",1914,"CO2","MtCO₂e",0,8,"Waste",1.82
"4248","Japan",1914,"CO2","MtCO₂e",0,8,"Total excluding LULUCF",61.8
"4249","Japan",1915,"CO2","MtCO₂e",0,8,"Agriculture",0
"4250","Japan",1915,"CO2","MtCO₂e",0,8,"Industrial Processes and Product Use",0.59
"4251","Japan",1915,"CO2","MtCO₂e",0,8,"Total excluding LULUCF",56.4
"4252","Japan",1915,"CO2","MtCO₂e",0,8,"Energy",54.1
"4253","Japan",1915,"CO2","MtCO₂e",0,8,"Waste",1.66
"4254","Japan",1916,"CO2","MtCO₂e",0,7,"Agriculture",0
"4255","Japan",1916,"CO2","MtCO₂e",0,7,"Total excluding LULUCF",62.5
"4256","Japan",1916,"CO2","MtCO₂e",0,7,"Waste",1.84
"4257","Japan",1916,"CO2","MtCO₂e",0,7,"Energy",60
"4258","Japan",1916,"CO2","MtCO₂e",0,7,"Industrial Processes and Product Use",0.63
"4259","Japan",1917,"CO2","MtCO₂e",0,7,"Energy",69.1
"4260","Japan",1917,"CO2","MtCO₂e",0,7,"Waste",2.12
"4261","Japan",1917,"CO2","MtCO₂e",0,7,"Industrial Processes and Product Use",0.66
"4262","Japan",1917,"CO2","MtCO₂e",0,7,"Total excluding LULUCF",71.9
"4263","Japan",1917,"CO2","MtCO₂e",0,7,"Agriculture",0
"4264","Japan",1918,"CO2","MtCO₂e",0,7,"Energy",73.3
"4265","Japan",1918,"CO2","MtCO₂e",0,7,"Agriculture",0
"4266","Japan",1918,"CO2","MtCO₂e",0,7,"Total excluding LULUCF",76.2
"4267","Japan",1918,"CO2","MtCO₂e",0,7,"Waste",2.24
"4268","Japan",1918,"CO2","MtCO₂e",0,7,"Industrial Processes and Product Use",0.7
"4269","Japan",1919,"CO2","MtCO₂e",0,5,"Waste",2.48
"4270","Japan",1919,"CO2","MtCO₂e",0,5,"Total excluding LULUCF",84.4
"4271","Japan",1919,"CO2","MtCO₂e",0,5,"Energy",81.1
"4272","Japan",1919,"CO2","MtCO₂e",0,5,"Agriculture",0
"4273","Japan",1919,"CO2","MtCO₂e",0,5,"Industrial Processes and Product Use",0.74
"4274","Japan",1920,"CO2","MtCO₂e",0,5,"Waste",2.33
"4275","Japan",1920,"CO2","MtCO₂e",0,5,"Energy",76.1
"4276","Japan",1920,"CO2","MtCO₂e",0,5,"Industrial Processes and Product Use",0.78
"4277","Japan",1920,"CO2","MtCO₂e",0,5,"Agriculture",0
"4278","Japan",1920,"CO2","MtCO₂e",0,5,"Total excluding LULUCF",79.2
"4279","Japan",1921,"CO2","MtCO₂e",0,8,"Industrial Processes and Product Use",0.82
"4280","Japan",1921,"CO2","MtCO₂e",0,8,"Agriculture",0
"4281","Japan",1921,"CO2","MtCO₂e",0,8,"Energy",68.5
"4282","Japan",1921,"CO2","MtCO₂e",0,8,"Total excluding LULUCF",71.4
"4283","Japan",1921,"CO2","MtCO₂e",0,8,"Waste",2.1
"4284","Japan",1922,"CO2","MtCO₂e",0,5,"Waste",2.24
"4285","Japan",1922,"CO2","MtCO₂e",0,5,"Total excluding LULUCF",76.3
"4286","Japan",1922,"CO2","MtCO₂e",0,5,"Agriculture",0
"4287","Japan",1922,"CO2","MtCO₂e",0,5,"Industrial Processes and Product Use",0.87
"4288","Japan",1922,"CO2","MtCO₂e",0,5,"Energy",73.2
"4289","Japan",1923,"CO2","MtCO₂e",0,6,"Energy",77.8
"4290","Japan",1923,"CO2","MtCO₂e",0,6,"Total excluding LULUCF",81.1
"4291","Japan",1923,"CO2","MtCO₂e",0,6,"Waste",2.38
"4292","Japan",1923,"CO2","MtCO₂e",0,6,"Industrial Processes and Product Use",0.92
"4293","Japan",1923,"CO2","MtCO₂e",0,6,"Agriculture",0
"4294","Japan",1924,"CO2","MtCO₂e",0,5,"Industrial Processes and Product Use",0.98
"4295","Japan",1924,"CO2","MtCO₂e",0,5,"Energy",81.3
"4296","Japan",1924,"CO2","MtCO₂e",0,5,"Agriculture",0
"4297","Japan",1924,"CO2","MtCO₂e",0,5,"Waste",2.49
"4298","Japan",1924,"CO2","MtCO₂e",0,5,"Total excluding LULUCF",84.8
"4299","Japan",1925,"CO2","MtCO₂e",0,5,"Industrial Processes and Product Use",1.04
"4300","Japan",1925,"CO2","MtCO₂e",0,5,"Total excluding LULUCF",87.6
"4301","Japan",1925,"CO2","MtCO₂e",0,5,"Agriculture",0
"4302","Japan",1925,"CO2","MtCO₂e",0,5,"Energy",84
"4303","Japan",1925,"CO2","MtCO₂e",0,5,"Waste",2.57
"4304","Japan",1926,"CO2","MtCO₂e",0,5,"Industrial Processes and Product Use",1.1
"4305","Japan",1926,"CO2","MtCO₂e",0,5,"Energy",84.6
"4306","Japan",1926,"CO2","MtCO₂e",0,5,"Agriculture",0
"4307","Japan",1926,"CO2","MtCO₂e",0,5,"Waste",2.59
"4308","Japan",1926,"CO2","MtCO₂e",0,5,"Total excluding LULUCF",88.3
"4309","Japan",1927,"CO2","MtCO₂e",0,5,"Energy",91.7
"4310","Japan",1927,"CO2","MtCO₂e",0,5,"Waste",2.81
"4311","Japan",1927,"CO2","MtCO₂e",0,5,"Industrial Processes and Product Use",3.57
"4312","Japan",1927,"CO2","MtCO₂e",0,5,"Agriculture",0
"4313","Japan",1927,"CO2","MtCO₂e",0,5,"Total excluding LULUCF",98.1
"4314","Japan",1928,"CO2","MtCO₂e",0,5,"Energy",92.7
"4315","Japan",1928,"CO2","MtCO₂e",0,5,"Waste",2.84
"4316","Japan",1928,"CO2","MtCO₂e",0,5,"Agriculture",0
"4317","Japan",1928,"CO2","MtCO₂e",0,5,"Total excluding LULUCF",99.4
"4318","Japan",1928,"CO2","MtCO₂e",0,5,"Industrial Processes and Product Use",3.8
"4319","Japan",1929,"CO2","MtCO₂e",0,6,"Agriculture",0
"4320","Japan",1929,"CO2","MtCO₂e",0,6,"Total excluding LULUCF",102
"4321","Japan",1929,"CO2","MtCO₂e",0,6,"Waste",2.91
"4322","Japan",1929,"CO2","MtCO₂e",0,6,"Energy",95
"4323","Japan",1929,"CO2","MtCO₂e",0,6,"Industrial Processes and Product Use",4.17
"4324","Japan",1930,"CO2","MtCO₂e",0,7,"Agriculture",0
"4325","Japan",1930,"CO2","MtCO₂e",0,7,"Total excluding LULUCF",92.9
"4326","Japan",1930,"CO2","MtCO₂e",0,7,"Energy",86.4
"4327","Japan",1930,"CO2","MtCO₂e",0,7,"Industrial Processes and Product Use",3.9
"4328","Japan",1930,"CO2","MtCO₂e",0,7,"Waste",2.65
"4329","Japan",1931,"CO2","MtCO₂e",0,7,"Agriculture",0
"4330","Japan",1931,"CO2","MtCO₂e",0,7,"Energy",78
"4331","Japan",1931,"CO2","MtCO₂e",0,7,"Industrial Processes and Product Use",3.91
"4332","Japan",1931,"CO2","MtCO₂e",0,7,"Waste",2.39
"4333","Japan",1931,"CO2","MtCO₂e",0,7,"Total excluding LULUCF",84.3
"4334","Japan",1932,"CO2","MtCO₂e",0,6,"Industrial Processes and Product Use",4.12
"4335","Japan",1932,"CO2","MtCO₂e",0,6,"Agriculture",0
"4336","Japan",1932,"CO2","MtCO₂e",0,6,"Energy",78
"4337","Japan",1932,"CO2","MtCO₂e",0,6,"Total excluding LULUCF",84.5
"4338","Japan",1932,"CO2","MtCO₂e",0,6,"Waste",2.39
"4339","Japan",1933,"CO2","MtCO₂e",0,6,"Agriculture",0
"4340","Japan",1933,"CO2","MtCO₂e",0,6,"Energy",91.2
"4341","Japan",1933,"CO2","MtCO₂e",0,6,"Waste",2.79
"4342","Japan",1933,"CO2","MtCO₂e",0,6,"Total excluding LULUCF",98.9
"4343","Japan",1933,"CO2","MtCO₂e",0,6,"Industrial Processes and Product Use",4.98
"4344","Japan",1934,"CO2","MtCO₂e",0,6,"Industrial Processes and Product Use",5.07
"4345","Japan",1934,"CO2","MtCO₂e",0,6,"Total excluding LULUCF",109
"4346","Japan",1934,"CO2","MtCO₂e",0,6,"Agriculture",0
"4347","Japan",1934,"CO2","MtCO₂e",0,6,"Waste",3.1
"4348","Japan",1934,"CO2","MtCO₂e",0,6,"Energy",101
"4349","Japan",1935,"CO2","MtCO₂e",0,6,"Waste",3.25
"4350","Japan",1935,"CO2","MtCO₂e",0,6,"Total excluding LULUCF",115
"4351","Japan",1935,"CO2","MtCO₂e",0,6,"Agriculture",0
"4352","Japan",1935,"CO2","MtCO₂e",0,6,"Energy",106
"4353","Japan",1935,"CO2","MtCO₂e",0,6,"Industrial Processes and Product Use",6.05
"4354","Japan",1936,"CO2","MtCO₂e",0,6,"Energy",117
"4355","Japan",1936,"CO2","MtCO₂e",0,6,"Total excluding LULUCF",127
"4356","Japan",1936,"CO2","MtCO₂e",0,6,"Waste",3.57
"4357","Japan",1936,"CO2","MtCO₂e",0,6,"Industrial Processes and Product Use",6.45
"4358","Japan",1936,"CO2","MtCO₂e",0,6,"Agriculture",0
"4359","Japan",1937,"CO2","MtCO₂e",0,6,"Industrial Processes and Product Use",6.46
"4360","Japan",1937,"CO2","MtCO₂e",0,6,"Agriculture",0
"4361","Japan",1937,"CO2","MtCO₂e",0,6,"Total excluding LULUCF",136
"4362","Japan",1937,"CO2","MtCO₂e",0,6,"Waste",3.84
"4363","Japan",1937,"CO2","MtCO₂e",0,6,"Energy",125
"4364","Japan",1938,"CO2","MtCO₂e",0,6,"Industrial Processes and Product Use",6.23
"4365","Japan",1938,"CO2","MtCO₂e",0,6,"Agriculture",0
"4366","Japan",1938,"CO2","MtCO₂e",0,6,"Total excluding LULUCF",142
"4367","Japan",1938,"CO2","MtCO₂e",0,6,"Energy",132
"4368","Japan",1938,"CO2","MtCO₂e",0,6,"Waste",4.05
"4369","Japan",1939,"CO2","MtCO₂e",0,6,"Energy",128
"4370","Japan",1939,"CO2","MtCO₂e",0,6,"Total excluding LULUCF",138
"4371","Japan",1939,"CO2","MtCO₂e",0,6,"Agriculture",0
"4372","Japan",1939,"CO2","MtCO₂e",0,6,"Industrial Processes and Product Use",6.01
"4373","Japan",1939,"CO2","MtCO₂e",0,6,"Waste",3.93
"4374","Japan",1940,"CO2","MtCO₂e",0,6,"Agriculture",0
"4375","Japan",1940,"CO2","MtCO₂e",0,6,"Energy",155
"4376","Japan",1940,"CO2","MtCO₂e",0,6,"Total excluding LULUCF",165
"4377","Japan",1940,"CO2","MtCO₂e",0,6,"Industrial Processes and Product Use",5.49
"4378","Japan",1940,"CO2","MtCO₂e",0,6,"Waste",4.74
"4379","Japan",1941,"CO2","MtCO₂e",0,5,"Total excluding LULUCF",167
"4380","Japan",1941,"CO2","MtCO₂e",0,5,"Waste",4.76
"4381","Japan",1941,"CO2","MtCO₂e",0,5,"Energy",155
"4382","Japan",1941,"CO2","MtCO₂e",0,5,"Industrial Processes and Product Use",6.52
"4383","Japan",1941,"CO2","MtCO₂e",0,5,"Agriculture",0
"4384","Japan",1942,"CO2","MtCO₂e",0,6,"Industrial Processes and Product Use",5.47
"4385","Japan",1942,"CO2","MtCO₂e",0,6,"Waste",4.57
"4386","Japan",1942,"CO2","MtCO₂e",0,6,"Energy",149
"4387","Japan",1942,"CO2","MtCO₂e",0,6,"Agriculture",0
"4388","Japan",1942,"CO2","MtCO₂e",0,6,"Total excluding LULUCF",159
"4389","Japan",1943,"CO2","MtCO₂e",0,6,"Waste",4.67
"4390","Japan",1943,"CO2","MtCO₂e",0,6,"Total excluding LULUCF",162
"4391","Japan",1943,"CO2","MtCO₂e",0,6,"Energy",152
"4392","Japan",1943,"CO2","MtCO₂e",0,6,"Agriculture",0
"4393","Japan",1943,"CO2","MtCO₂e",0,6,"Industrial Processes and Product Use",5
"4394","Japan",1944,"CO2","MtCO₂e",0,6,"Industrial Processes and Product Use",4.36
"4395","Japan",1944,"CO2","MtCO₂e",0,6,"Energy",141
"4396","Japan",1944,"CO2","MtCO₂e",0,6,"Agriculture",0
"4397","Japan",1944,"CO2","MtCO₂e",0,6,"Waste",4.31
"4398","Japan",1944,"CO2","MtCO₂e",0,6,"Total excluding LULUCF",149
"4399","Japan",1945,"CO2","MtCO₂e",0,8,"Waste",2.39
"4400","Japan",1945,"CO2","MtCO₂e",0,8,"Total excluding LULUCF",83.4
"4401","Japan",1945,"CO2","MtCO₂e",0,8,"Industrial Processes and Product Use",3.05
"4402","Japan",1945,"CO2","MtCO₂e",0,8,"Energy",77.9
"4403","Japan",1945,"CO2","MtCO₂e",0,8,"Agriculture",0
"4404","Japan",1948,"CO2","MtCO₂e",0,9,"Waste",2.73
"4405","Japan",1948,"CO2","MtCO₂e",0,9,"Energy",89.3
"4406","Japan",1948,"CO2","MtCO₂e",0,9,"Total excluding LULUCF",95.2
"4407","Japan",1948,"CO2","MtCO₂e",0,9,"Industrial Processes and Product Use",3.21
"4408","Japan",1948,"CO2","MtCO₂e",0,9,"Agriculture",0
"4409","Japan",1949,"CO2","MtCO₂e",0,9,"Waste",3.04
"4410","Japan",1949,"CO2","MtCO₂e",0,9,"Agriculture",0
"4411","Japan",1949,"CO2","MtCO₂e",0,9,"Industrial Processes and Product Use",4.09
"4412","Japan",1949,"CO2","MtCO₂e",0,9,"Total excluding LULUCF",106
"4413","Japan",1949,"CO2","MtCO₂e",0,9,"Energy",99.2
"4414","Japan",1950,"CO2","MtCO₂e",0,9,"Energy",103
"4415","Japan",1950,"CO2","MtCO₂e",0,9,"Industrial Processes and Product Use",4.86
"4416","Japan",1950,"CO2","MtCO₂e",0,9,"Agriculture",0
"4417","Japan",1950,"CO2","MtCO₂e",0,9,"Waste",3.15
"4418","Japan",1950,"CO2","MtCO₂e",0,9,"Total excluding LULUCF",111
"4419","Japan",1951,"CO2","MtCO₂e",0,8,"Waste",3.77
"4420","Japan",1951,"CO2","MtCO₂e",0,8,"Industrial Processes and Product Use",6.38
"4421","Japan",1951,"CO2","MtCO₂e",0,8,"Energy",123
"4422","Japan",1951,"CO2","MtCO₂e",0,8,"Total excluding LULUCF",133
"4423","Japan",1951,"CO2","MtCO₂e",0,8,"Agriculture",0
"4424","Japan",1952,"CO2","MtCO₂e",0,9,"Energy",130
"4425","Japan",1952,"CO2","MtCO₂e",0,9,"Total excluding LULUCF",141
"4426","Japan",1952,"CO2","MtCO₂e",0,9,"Waste",3.98
"4427","Japan",1952,"CO2","MtCO₂e",0,9,"Industrial Processes and Product Use",7.12
"4428","Japan",1952,"CO2","MtCO₂e",0,9,"Agriculture",0
"4429","Japan",1953,"CO2","MtCO₂e",0,9,"Agriculture",0
"4430","Japan",1953,"CO2","MtCO₂e",0,9,"Energy",145
"4431","Japan",1953,"CO2","MtCO₂e",0,9,"Industrial Processes and Product Use",8.78
"4432","Japan",1953,"CO2","MtCO₂e",0,9,"Total excluding LULUCF",158
"4433","Japan",1953,"CO2","MtCO₂e",0,9,"Waste",4.44
"4434","Japan",1954,"CO2","MtCO₂e",0,9,"Industrial Processes and Product Use",10.8
"4435","Japan",1954,"CO2","MtCO₂e",0,9,"Agriculture",0
"4436","Japan",1954,"CO2","MtCO₂e",0,9,"Total excluding LULUCF",156
"4437","Japan",1954,"CO2","MtCO₂e",0,9,"Waste",4.31
"4438","Japan",1954,"CO2","MtCO₂e",0,9,"Energy",141
"4439","Japan",1955,"CO2","MtCO₂e",0,10,"Energy",140
"4440","Japan",1955,"CO2","MtCO₂e",0,10,"Total excluding LULUCF",156
"4441","Japan",1955,"CO2","MtCO₂e",0,10,"Waste",4.29
"4442","Japan",1955,"CO2","MtCO₂e",0,10,"Industrial Processes and Product Use",11.6
"4443","Japan",1955,"CO2","MtCO₂e",0,10,"Agriculture",0
"4444","Japan",1956,"CO2","MtCO₂e",0,9,"Total excluding LULUCF",177
"4445","Japan",1956,"CO2","MtCO₂e",0,9,"Waste",4.84
"4446","Japan",1956,"CO2","MtCO₂e",0,9,"Industrial Processes and Product Use",14.2
"4447","Japan",1956,"CO2","MtCO₂e",0,9,"Energy",158
"4448","Japan",1956,"CO2","MtCO₂e",0,9,"Agriculture",0
"4449","Japan",1957,"CO2","MtCO₂e",0,8,"Industrial Processes and Product Use",16.7
"4450","Japan",1957,"CO2","MtCO₂e",0,8,"Energy",185
"4451","Japan",1957,"CO2","MtCO₂e",0,8,"Total excluding LULUCF",207
"4452","Japan",1957,"CO2","MtCO₂e",0,8,"Agriculture",0
"4453","Japan",1957,"CO2","MtCO₂e",0,8,"Waste",5.66
"4454","Japan",1958,"CO2","MtCO₂e",0,8,"Energy",178
"4455","Japan",1958,"CO2","MtCO₂e",0,8,"Industrial Processes and Product Use",17.6
"4456","Japan",1958,"CO2","MtCO₂e",0,8,"Agriculture",0
"4457","Japan",1958,"CO2","MtCO₂e",0,8,"Waste",5.45
"4458","Japan",1958,"CO2","MtCO₂e",0,8,"Total excluding LULUCF",201
"4459","Japan",1959,"CO2","MtCO₂e",0,8,"Waste",5.78
"4460","Japan",1959,"CO2","MtCO₂e",0,8,"Industrial Processes and Product Use",20.2
"4461","Japan",1959,"CO2","MtCO₂e",0,8,"Agriculture",0
"4462","Japan",1959,"CO2","MtCO₂e",0,8,"Total excluding LULUCF",215
"4463","Japan",1959,"CO2","MtCO₂e",0,8,"Energy",189
"4464","Japan",1960,"CO2","MtCO₂e",0,8,"Waste",6.94
"4465","Japan",1960,"CO2","MtCO₂e",0,8,"Industrial Processes and Product Use",24.8
"4466","Japan",1960,"CO2","MtCO₂e",0,8,"Agriculture",0
"4467","Japan",1960,"CO2","MtCO₂e",0,8,"Total excluding LULUCF",258
"4468","Japan",1960,"CO2","MtCO₂e",0,8,"Energy",227
"4469","Japan",1961,"CO2","MtCO₂e",0,7,"Agriculture",0.01
"4470","Japan",1961,"CO2","MtCO₂e",0,7,"Total excluding LULUCF",313
"4471","Japan",1961,"CO2","MtCO₂e",0,7,"Industrial Processes and Product Use",27.3
"4472","Japan",1961,"CO2","MtCO₂e",0,7,"Waste",8.49
"4473","Japan",1961,"CO2","MtCO₂e",0,7,"Energy",277
"4474","Japan",1962,"CO2","MtCO₂e",0,7,"Agriculture",0.01
"4475","Japan",1962,"CO2","MtCO₂e",0,7,"Waste",8.74
"4476","Japan",1962,"CO2","MtCO₂e",0,7,"Energy",285
"4477","Japan",1962,"CO2","MtCO₂e",0,7,"Total excluding LULUCF",326
"4478","Japan",1962,"CO2","MtCO₂e",0,7,"Industrial Processes and Product Use",31.4
"4479","Japan",1963,"CO2","MtCO₂e",0,7,"Energy",318
"4480","Japan",1963,"CO2","MtCO₂e",0,7,"Agriculture",0.01
"4481","Japan",1963,"CO2","MtCO₂e",0,7,"Industrial Processes and Product Use",33.7
"4482","Japan",1963,"CO2","MtCO₂e",0,7,"Total excluding LULUCF",361
"4483","Japan",1963,"CO2","MtCO₂e",0,7,"Waste",9.73
"4484","Japan",1964,"CO2","MtCO₂e",0,7,"Total excluding LULUCF",399
"4485","Japan",1964,"CO2","MtCO₂e",0,7,"Energy",351
"4486","Japan",1964,"CO2","MtCO₂e",0,7,"Agriculture",0.01
"4487","Japan",1964,"CO2","MtCO₂e",0,7,"Industrial Processes and Product Use",37.4
"4488","Japan",1964,"CO2","MtCO₂e",0,7,"Waste",10.7
"4489","Japan",1965,"CO2","MtCO₂e",0,7,"Waste",11.6
"4490","Japan",1965,"CO2","MtCO₂e",0,7,"Energy",379
"4491","Japan",1965,"CO2","MtCO₂e",0,7,"Industrial Processes and Product Use",38.8
"4492","Japan",1965,"CO2","MtCO₂e",0,7,"Agriculture",0.01
"4493","Japan",1965,"CO2","MtCO₂e",0,7,"Total excluding LULUCF",430
"4494","Japan",1966,"CO2","MtCO₂e",0,7,"Industrial Processes and Product Use",44.2
"4495","Japan",1966,"CO2","MtCO₂e",0,7,"Waste",12.6
